PLAYER,WIN,GAME,WIN_PROB
Aldrich_Pieter,36,76,0.4737
Fisher_Rick,36,131,0.2748
Johnstone_Chris,36,100,0.36
Kavcic_Blaz,36,97,0.3711
Moir_Barry,36,94,0.383
Norback_Jan,36,111,0.3243
Olmedo_Alejandro,36,78,0.4615
Ploetz_HansJoachim,36,104,0.3462
Ram_Rajeev,36,103,0.3495
Sinner_Martin,36,100,0.36
Bryan_Steve,35,103,0.3398
Carraz_Gregory,35,89,0.3933
Cassidy_Dan,35,110,0.3182
Cipolla_Flavio,35,101,0.3465
Colombo_Simone,35,87,0.4023
Ebden_Matthew,35,102,0.3431
Luczak_Peter,35,114,0.307
Nydahl_Tomas,35,95,0.3684
Seewagen_Butch,35,98,0.3571
Stoliarov_Andrei,35,93,0.3763
Betancur_Alvaro,34,110,0.3091
Boileau_Bernard,34,77,0.4416
Gebert_Frank,34,96,0.3542
Gitlin_Drew,34,82,0.4146
Harmon_Rodney,34,76,0.4474
Kalogeropoulos_Nicholas,34,88,0.3864
Kendrick_Robert,34,110,0.3091
Laurendeau_Martin,34,93,0.3656
Limberger_Carl,34,110,0.3091
Mayotte_Chris,34,93,0.3656
Navarro_Ivan,34,98,0.3469
Ryan_Terry,34,99,0.3434
Bohrnstedt_Dick_R,33,99,0.3333
Bracciali_Daniele,33,83,0.3976
Capdeville_Paul,33,98,0.3367
Heuberger_Ivo,33,105,0.3143
Ingaramo_Marcelo,33,85,0.3882
Iskersky_Erick,33,94,0.3511
Kukal_Jan,33,93,0.3548
Minar_Ivo,33,98,0.3367
Popp_Wolfgang,33,110,0.3
Willenborg_Blaine,33,87,0.3793
Wuyts_Bart,33,96,0.3438
Drysdale_Robin,32,106,0.3019
Fillol_Alvaro,32,116,0.2759
Godwin_Neville,32,82,0.3902
Gremelmayr_Denis,32,88,0.3636
Lopez_German,32,77,0.4156
Maciel_Francisco,32,76,0.4211
Morrison_Jeff,32,87,0.3678
Sakai_Toshiro,32,69,0.4638
Svensson_Tenny,32,110,0.2909
Sweeting_Ryan,32,87,0.3678
Belkin_Mike,31,73,0.4247
Guccione_Chris,31,88,0.3523
Navratil_Jaroslav,31,91,0.3407
Paish_John,31,86,0.3605
Renzenbrink_Joern,31,75,0.4133
Altur_Jose_Francisco,30,95,0.3158
Andrew_Jorge,30,123,0.2439
Apell_Jan,30,89,0.3371
Derlin_Bruce,30,88,0.3409
Hadad_Mauricio,30,71,0.4225
Keldie_Ray,30,95,0.3158
Meister_Steve,30,92,0.3261
Savolt_Attila,30,78,0.3846
Vacek_Jan,30,89,0.3371
Guerry_Zan,29,90,0.3222
Korita_Eric,29,61,0.4754
Kreiss_Robert,29,87,0.3333
Levine_Jesse,29,92,0.3152
Marcelino_Danilo,29,84,0.3452
Petchey_Mark,29,83,0.3494
Diaz_Jacobo,28,90,0.3111
Flach_Doug,28,73,0.3836
Fontang_Frederic,28,86,0.3256
Kakoulia_Teimuraz,28,60,0.4667
Marchenko_Illya,28,70,0.4
Marques_Nuno,28,101,0.2772
Palin_Leo,28,89,0.3146
Reynolds_Bobby,28,100,0.28
Schneider_David,28,110,0.2545
Thiem_Dominic,28,58,0.4828
Andersson_Birger,27,85,0.3176
Andrews_John,27,73,0.3699
Barth_Roy,27,141,0.1915
Brown_Dustin,27,72,0.375
Campbell_Steve,27,76,0.3553
Castellan_Carlos,27,69,0.3913
Hajek_Jan,27,97,0.2784
Ho_Tommy,27,83,0.3253
Hombergen_Patrick,27,65,0.4154
Johnson_Steve,27,65,0.4154
Kachel_Chris,27,103,0.2621
Leschly_Jan,27,49,0.551
Poliakov_Dimitri,27,68,0.3971
Rahunen_Aki,27,69,0.3913
Waske_Alexander,27,89,0.3034
Yunis_Francisco,27,67,0.403
Zemlja_Grega,27,62,0.4355
Anderson_Johan,26,64,0.4062
Hantschk_Markus,26,67,0.3881
Lloyd_David,26,86,0.3023
Miller_Craig_A,26,82,0.3171
Smith_Roger,26,66,0.3939
Borwick_Neil,25,75,0.3333
Bunis_Henry,25,78,0.3205
Curtis_Peter,25,73,0.3425
Delaney_Christofer,25,57,0.4386
Gonzalez_Maximo,25,71,0.3521
MacPhie_Brian,25,61,0.4098
Patience_Olivier,25,77,0.3247
Soler_Javier,25,75,0.3333
Bartlett_John,24,110,0.2182
Delic_Amer,24,74,0.3243
Engel_David,24,71,0.338
Etlis_Gaston,24,70,0.3429
Holmes_Norman,24,75,0.32
Kohlmann_Michael,24,71,0.338
Mutis_Olivier,24,64,0.375
Pashanski_Boris,24,70,0.3429
Riba_Pere,24,84,0.2857
Ross_John,24,73,0.3288
Sauer_Freddie,24,55,0.4364
Allan_Trevor,23,57,0.4035
Andrews_Andy,23,61,0.377
Collings_Dale,23,64,0.3594
CunhaSilva_Joao,23,84,0.2738
Gardiner_Alvin,23,101,0.2277
Garner_Chris,23,62,0.371
Knowles_Mark,23,75,0.3067
Korpas_Attila,23,60,0.3833
Norman_Dick,23,83,0.2771
Robertson_Michael,23,69,0.3333
Roese_Fernando,23,70,0.3286
Shaw_Steve,23,64,0.3594
Suzuki_Takao,23,55,0.4182
Wahlgren_LarsAnders,23,72,0.3194
Wilkinson_Chris,23,66,0.3485
Arriens_Carsten,22,50,0.44
Ascione_Thierry,22,75,0.2933
Brown_William,22,86,0.2558
Buding_Ingo,22,54,0.4074
Devilder_Nicolas,22,67,0.3284
Fancutt_Charlie,22,62,0.3548
Fitzgibbon_Herb,22,42,0.5238
Hoad_Lew,22,43,0.5116
Kuznetsov_Andrey,22,64,0.3438
Lall_Premjit,22,66,0.3333
Marks_John,22,94,0.234
McCain_Scott,22,69,0.3188
Nainkin_David,22,60,0.3667
Norberg_Rolf,22,66,0.3333
Oosting_Menno,22,56,0.3929
Pescariu_Dinu,22,75,0.2933
Roitman_Sergio,22,82,0.2683
Smyczek_Tim,22,62,0.3548
Soeda_Go,22,80,0.275
Vojtischek_Paul,22,59,0.3729
Wang_Jimmy,22,62,0.3548
Bachinger_Matthias,21,62,0.3387
Bahrami_Mansour,21,66,0.3182
Bungert_Wilhelm,21,37,0.5676
Carreno_Busta_Pablo,21,54,0.3889
Castle_Andrew,21,74,0.2838
Courteau_Loic,21,54,0.3889
Holmberg_Ron,21,62,0.3387
Korotkov_Vladimir,21,38,0.5526
Leach_Rick,21,78,0.2692
Lopez_Marc,21,52,0.4038
Naewie_Markus,21,57,0.3684
Robert_Stephane,21,58,0.3621
Vahaly_Brian,21,64,0.3281
Winogradsky_Eric,21,62,0.3387
Bedene_Aljaz,20,52,0.3846
Carretero_Roberto,20,61,0.3279
Daniel_Marcos,20,84,0.2381
Dlouhy_Lukas,20,66,0.303
HaiderMaurer_Andreas,20,56,0.3571
Ismail_Haroon,20,66,0.303
Lozano_Jorge,20,62,0.3226
Machette_Mike,20,88,0.2273
McKinley_Robert,20,53,0.3774
Okun_Noam,20,63,0.3175
Pisecky_Jan,20,43,0.4651
Ruah_Maurice,20,58,0.3448
Thoms_Arne,20,52,0.3846
Viver_Raul_Antonio,20,69,0.2899
Vizcaino_Roberto,20,54,0.3704
Wittus_Craig,20,58,0.3448
Woehrmann_Jens,20,47,0.4255
Arnold_Ker_Lucas,19,49,0.3878
De_Voest_Rik,19,57,0.3333
Eriksson_Stefan,19,53,0.3585
Fetterlein_Frederik,19,59,0.322
Graham_Tony,19,64,0.2969
Koellerer_Daniel,19,53,0.3585
Lee_Martin,19,61,0.3115
Martelli_Marzio,19,50,0.38
Montano_Emilio,19,66,0.2879
Przysiezny_Michal,19,75,0.2533
Solves_Gerard,19,51,0.3725
Struff_JanLennard,19,45,0.4222
Van_Boeckel_Huub,19,54,0.3519
Vik_Robin,19,55,0.3455
Baker_Brian,18,48,0.375
Beutel_HansDieter,18,60,0.3
Cierro_Massimo,18,63,0.2857
Cihak_Josef,18,46,0.3913
Cortes_Alejandro,18,52,0.3462
Di_Matteo_Ezio,18,58,0.3103
Dunk_Chris,18,50,0.36
Faulk_Steve,18,60,0.3
Maher_Warren,18,57,0.3158
Narducci_Massimiliano,18,43,0.4186
Palm_Douglas,18,62,0.2903
Peya_Alexander,18,63,0.2857
Pietrangeli_Nicola,18,45,0.4
Richardson_Keith,18,61,0.2951
Russell_D_Richard,18,69,0.2609
Singh_Jasjit,18,57,0.3158
Tarr_Derek,18,58,0.3103
Bryan_Bob,17,54,0.3148
Crookenden_Ian,17,49,0.3469
De_Miguel_David,17,50,0.34
De_Schepper_Kenny,17,57,0.2982
Doumbia_Yahiya,17,48,0.3542
Ewert_Ernie,17,43,0.3953
Hagey_James_Chico,17,66,0.2576
Koslowski_Lars,17,45,0.3778
Lajovic_Dusan,17,45,0.3778
Machan_Robert,17,47,0.3617
Mukerjea_Jaidip,17,45,0.3778
Saltz_Danny,17,37,0.4595
Santopadre_Vincenzo,17,44,0.3864
Scott_Gene,17,42,0.4048
Souza_Joao,17,43,0.3953
Udomchoke_Danai,17,67,0.2537
Ullyett_Kevin,17,46,0.3696
Vinck_Christian,17,65,0.2615
Bailey_Chris,16,47,0.3404
Casa_Christophe,16,54,0.2963
Donskoy_Evgeny,16,54,0.2963
Friedler_Eric,16,53,0.3019
Galvani_Stefano,16,49,0.3265
Guy_Steve,16,51,0.3137
Ito_Tatsuma,16,51,0.3137
Lloyd_William,16,63,0.254
Luzzi_Federico,16,45,0.3556
Marach_Oliver,16,47,0.3404
Montana_Francisco,16,50,0.32
Naegelen_Denis,16,43,0.3721
Ogorodov_Oleg,16,59,0.2712
Ovici_Toma,16,36,0.4444
Pierola_Alejandro,16,61,0.2623
Rodriguez_Martin,16,56,0.2857
Rufin_Guillaume,16,44,0.3636
Sabau_Razvan,16,57,0.2807
Salzenstein_Jeff,16,55,0.2909
Strode_Morris_Skip,16,42,0.381
Vasek_Radomir,16,46,0.3478
Warboys_Stephen,16,50,0.32
Barclay_JeanClaude,15,51,0.2941
Contet_Daniel,15,45,0.3333
Dabul_Brian,15,42,0.3571
Dowdeswell_Roger,15,53,0.283
Dupasquier_Ivan,15,43,0.3488
Eschauer_Werner,15,54,0.2778
Fishbach_Mike,15,55,0.2727
Gasiorek_Wieslaw,15,30,0.5
Grant_Michael,15,46,0.3261
Hayes_John,15,43,0.3488
Jaziri_Malek,15,39,0.3846
Johansson_Leif,15,32,0.4688
Kohlberg_Andy,15,53,0.283
Kuhnke_Christian,15,36,0.4167
Marten_Ulrich,15,56,0.2679
Nido_Miguel,15,37,0.4054
Sedgman_Frank,15,36,0.4167
Siegler_Dave,15,40,0.375
Stanoytchev_Orlin,15,62,0.2419
Torre_Paul,15,35,0.4286
Van_Garsse_Christophe,15,27,0.5556
Witt_David,15,37,0.4054
Zipf_Christoph,15,42,0.3571
Allgardh_Christer,14,38,0.3684
Barbosa_Givaldo,14,60,0.2333
Elseneer_Gilles,14,37,0.3784
Hartfield_Diego,14,40,0.35
Huet_Stephane,14,53,0.2642
Jarrett_Andrew,14,50,0.28
Kley_Ivan,14,51,0.2745
Nowicki_Tadeusz,14,34,0.4118
Orsanic_Daniel,14,45,0.3111
Parmar_Arvind,14,40,0.35
Reid_Todd,14,35,0.4
Sapsford_Danny,14,36,0.3889
Thomann_Nicolas,14,39,0.359
Thung_Rolf,14,72,0.1944
Tiberti_Gustavo,14,43,0.3256
Tideman_Magnus,14,48,0.2917
Vesely_Jiri,14,36,0.3889
Amritraj_Prakash,13,35,0.3714
Armando_Hugo,13,43,0.3023
Becka_Jaromir,13,31,0.4194
Coutelot_Nicolas,13,32,0.4062
Crawford_Doug,13,55,0.2364
Daufresne_Xavier,13,40,0.325
Donnelly_Gary,13,44,0.2955
Franchitti_Vincenzo,13,41,0.3171
Goes_Julio,13,52,0.25
Higgins_William,13,44,0.2955
Kudla_Denis,13,38,0.3421
Muntanola_Juan_Ignacio,13,42,0.3095
Mustard_David,13,49,0.2653
Puentes_German,13,41,0.3171
Reister_Julian,13,45,0.2889
Rodriguez_Patricio,13,52,0.25
Saad_Roberto,13,43,0.3023
Stebe_CedrikMarcel,13,35,0.3714
Tauson_Michael,13,29,0.4483
Thorne_Kenny,13,44,0.2955
Weiner_Glenn,13,38,0.3421
Wibier_Fernon,13,35,0.3714
Windahl_Jorgen,13,42,0.3095
Copil_Marius,12,30,0.4
Crivoi_Victor,12,41,0.2927
Di_Mauro_Alessio,12,44,0.2727
Farrell_Mark,12,49,0.2449
Garrow_Brian,12,39,0.3077
Groth_Sam,12,31,0.3871
Jabali_Roberto,12,33,0.3636
Karanusic_Roko,12,50,0.24
Koudelka_Stepan,12,32,0.375
Machado_Rui,12,48,0.25
Martinez_Oscar,12,26,0.4615
Maze_Bill,12,44,0.2727
Prinsloo_Willem,12,42,0.2857
Ran_Eyal,12,39,0.3077
Schukin_Yuri,12,32,0.375
Vazquez_Modesto_Tito,12,46,0.2609
Ward_James,12,43,0.2791
Aubone_Guillermo,11,43,0.2558
Brown_Nick,11,26,0.4231
Browne_Federico,11,30,0.3667
Cortes_Sergio,11,30,0.3667
Craca_Marcello,11,34,0.3235
De_Chaunac_Sebastien,11,33,0.3333
Delgado_Jamie,11,41,0.2683
Di_Domenico_Massimo,11,39,0.2821
Di_Laura_Carlos,11,36,0.3056
Gauvain_Herve,11,38,0.2895
Guardiola_Thierry,11,49,0.2245
Hampson_Wayne,11,41,0.2683
Howe_Bob,11,30,0.3667
Ilhan_Marsel,11,43,0.2558
Junqueira_Diego,11,42,0.2619
Kanderal_Petr,11,25,0.44
Kaplan_Mark,11,32,0.3438
Leclercq_Michel,11,28,0.3929
Malin_Gene_Stuart,11,41,0.2683
Neely_Armistead,11,42,0.2619
Pretzsch_Axel,11,36,0.3056
Schoenfield_Howard,11,51,0.2157
Svantesson_Tobias,11,34,0.3235
Taino_Eric,11,29,0.3793
Turner_Steven,11,54,0.2037
Wilson_Robert,11,22,0.5
Aerts_Nelson,10,33,0.303
Beust_Patrice,10,35,0.2857
Bogdanovic_Alex,10,37,0.2703
Carlsson_Peter,10,32,0.3125
DallaFontana_Fernando,10,38,0.2632
Diepraam_Keith,10,21,0.4762
Dowlen_David,10,36,0.2778
Fukui_Tsuyoshi,10,36,0.2778
Hernandez_Alejandro,10,33,0.303
Hose_Humphrey,10,39,0.2564
Kempes_Edwin,10,27,0.3704
Kleege_Bruce,10,43,0.2326
Kures_Michael,10,32,0.3125
Levine_Jon,10,42,0.2381
Manta_Lorenzo,10,33,0.303
Marmureanu_Peter,10,20,0.5
Myburg_Mike,10,33,0.303
Nemecek_Libor,10,28,0.3571
Pella_Guido,10,28,0.3571
Pils_Bernhard,10,36,0.2778
Randall_Dave,10,22,0.4545
Rivas_Guillermo,10,37,0.2703
Robinson_Martin,10,39,0.2564
Simoni_Alexandre,10,30,0.3333
Van_Der_Merwe_Schalk,10,30,0.3333
Veic_Antonio,10,31,0.3226
Vemic_Dusan,10,24,0.4167
Wekesa_Paul,10,35,0.2857
Whitecross_Greg,10,45,0.2222
Adams_Egan,9,34,0.2647
Bardou_Jorge,9,35,0.2571
Bathman_Ronnie,9,35,0.2571
Benyik_Janos,9,26,0.3462
Brunnberg_Mike,9,25,0.36
Buchmayer_Thomas,9,20,0.45
Cermak_Frantisek,9,24,0.375
Courcol_JeanPierre,9,23,0.3913
De_Minicis_Alessandro,9,26,0.3462
Eriksson_Ulf,9,27,0.3333
Estrella_Burgos_Victor,9,20,0.45
Foxworth_Bruce,9,24,0.375
Fraser_Neale,9,26,0.3462
Fredriksson_Patrik,9,38,0.2368
Garcia_Adrian,9,34,0.2647
Gonzalez_Alejandro,9,29,0.3103
Jensen_Luke,9,46,0.1957
Ketola_Tuomas,9,39,0.2308
Kinnear_Kent,9,29,0.3103
Knowle_Julian,9,42,0.2143
Kuznetsov_Alex,9,37,0.2432
Kyrgios_Nick,9,18,0.5
Lopez_Moron_Alex,9,34,0.2647
MacKay_Barry,9,29,0.3103
McDonald_Allan,9,38,0.2368
Mmoh_Tony,9,35,0.2571
Motomura_Gouichi,9,36,0.25
Noszaly_Sandor,9,38,0.2368
Nunez_Juan,9,27,0.3333
Ouanna_Josselin,9,26,0.3462
Pascoe_Wayne,9,26,0.3462
Reininger_Robert,9,42,0.2143
Rinaldini_Gianluca,9,36,0.25
Trogolo_Robert,9,23,0.3913
Varga_Geza,9,24,0.375
Vysand_Andres,9,38,0.2368
Zopp_Jurgen,9,29,0.3103
Adams_David,8,25,0.32
Ball_Carsten,8,20,0.4
Bemelmans_Ruben,8,26,0.3077
Bozoljac_Ilija,8,25,0.32
Chappell_Rory,8,21,0.381
Doerner_Peter,8,31,0.2581
Elsner_Daniel,8,35,0.2286
Evans_Daniel,8,22,0.3636
Fernandez_Ernie,8,19,0.4211
GarciaRequena_Jose,8,28,0.2857
Garnett_Bret,8,27,0.2963
Giussani_Gustavo,8,26,0.3077
Gojowczyk_Peter,8,19,0.4211
Grant_Geoff,8,27,0.2963
Guan_Brad,8,26,0.3077
Haehnel_Jerome,8,26,0.3077
Halder_Greg,8,32,0.25
Johnson_Philip,8,22,0.3636
Jonsson_Fredrik,8,36,0.2222
Kilderry_Paul,8,25,0.32
Kim_Alex,8,34,0.2353
Krajan_Zeljko,8,34,0.2353
Krajinovic_Filip,8,19,0.4211
Lewis_David,8,29,0.2759
Massa_Edgardo,8,24,0.3333
Murphy_Pender,8,24,0.3333
Niedzwiedzki_Jacek,8,17,0.4706
Phillips_Noel,8,25,0.32
Pokorny_Peter,8,34,0.2353
Probst_Reinhart,8,16,0.5
Rackl_Markus,8,22,0.3636
Rahnasto_Olli,8,27,0.2963
Rehmann_Lars,8,20,0.4
Ryderstedt_Michael,8,20,0.4
Sanchez_Federico,8,18,0.4444
Scala_Davide,8,21,0.381
Schroder_Derek,8,30,0.2667
Strode_Charles_Buzz,8,31,0.2581
Toci_Piero,8,33,0.2424
Turpin_Jeff,8,21,0.381
Vines_Mark,8,32,0.25
Alund_Martin,7,17,0.4118
Alves_Thiago,7,28,0.25
Amaya_George,7,20,0.35
Ayala_Luis,7,22,0.3182
Bailey_Joel,7,41,0.1707
Barrett_John,7,19,0.3684
Broad_Neil,7,26,0.2692
Burke_Doug,7,13,0.5385
Campbell_Craig,7,21,0.3333
Charpentier_Marcelo,7,28,0.25
Clifton_John,7,30,0.2333
Cox_Charles_Bud,7,26,0.2692
Crawford_Randy,7,21,0.3333
Davids_Hendrik_Jan,7,29,0.2414
Durham_William,7,19,0.3684
Dutra_Silva_Rogerio,7,23,0.3043
Fleishman_Zack,7,24,0.2917
Fox_Alan,7,17,0.4118
Fritz_Harry,7,23,0.3043
Galimberti_Giorgio,7,26,0.2692
Guzman_Pancho_JF,7,28,0.25
Hancock_Keith,7,17,0.4118
Hightower_Ron,7,27,0.2593
Hirai_Kenichi,7,36,0.1944
Irvine_Henry_Hank,7,22,0.3182
Krog_Rauty,7,26,0.2692
Kuchna_Patrice,7,21,0.3333
Lapentti_Giovanni,7,24,0.2917
Lundquist_JanEric,7,17,0.4118
Matthews_Stanley,7,29,0.2414
Maynetto_Fernando,7,28,0.25
Miranda_Ivan,7,20,0.35
Moraing_Peter,7,25,0.28
Morejon_Luis_Adrian,7,25,0.28
Sirianni_Joseph,7,21,0.3333
Stankovic_Branislav,7,27,0.2593
Stansbury_Cary,7,29,0.2414
Ulrich_Jorgen,7,21,0.3333
Utgren_Nicklas,7,18,0.3889
Van_der_Merwe_Izak,7,14,0.5
Williams_Rhyne,7,24,0.2917
Barr_Shane,6,22,0.2727
Bonneau_Stephane,6,23,0.2609
Brzezicki_Juan_Pablo,6,23,0.2609
Buckley_Mark,6,23,0.2609
Carnahan_Scott,6,22,0.2727
Clavet_Jose,6,17,0.3529
Collins_Mike,6,14,0.4286
Coric_Borna,6,12,0.5
De_Mendoza_John,6,16,0.375
Dier_Dirk,6,24,0.25
Dilucia_David,6,23,0.2609
Drossart_Eric,6,22,0.2727
Duckworth_James,6,23,0.2609
Elvstrom_Lars,6,19,0.3158
Evans_Brendan,6,21,0.2857
Fernandez_Oliver,6,17,0.3529
Gregorc_Luka,6,13,0.4615
Guerrero_Gustavo,6,25,0.24
Guerrero_Jose,6,25,0.24
Guzman_JuanPablo,6,20,0.3
Healey_Nathan,6,18,0.3333
Hennemann_Marcelo,6,16,0.375
Herbert_PierreHugues,6,19,0.3158
Johnson_Donald,6,16,0.375
Kim_BongSoo,6,19,0.3158
Kist_Cesar,6,25,0.24
Lammer_Michael,6,22,0.2727
Lejus_Thomas,6,16,0.375
Lipton_Scott,6,20,0.3
Marzano_Pietro,6,25,0.24
McCurdy_John,6,23,0.2609
Merinov_Andrei,6,16,0.375
Mir_Miguel,6,36,0.1667
Moreno_Agustin,6,23,0.2609
Moreno_Jose_A,6,30,0.2
MunozDe_La_Nava_Daniel,6,21,0.2857
Pambianco_Paolo,6,13,0.4615
Pearson_Peter,6,25,0.24
Perkins_Greg,6,19,0.3158
Schranz_Wolfgang,6,19,0.3158
Sekulov_James,6,22,0.2727
Sell_Michael,6,22,0.2727
Serrano_Oscar,6,19,0.3158
Stadler_Simon,6,16,0.375
Stringari_Martin,6,18,0.3333
Tanabe_Kiyoski,6,28,0.2143
Theissen_Harald,6,18,0.3333
Thomson_Graeme,6,19,0.3158
Unknown_Unknown,6,60,0.1
Vasquez_Tito,6,30,0.2
Volkov_Anatoli,6,15,0.4
Walthall_Pancho,6,22,0.2727
Warneke_Tomm,6,23,0.2609
Zimonjic_Nenad,6,21,0.2857
Bastiansen_Peter,5,9,0.5556
Bopanna_Rohan,5,21,0.2381
Bottazzi_Luca,5,19,0.2632
Bryan_Mike,5,14,0.3571
Bubka_Sergei,5,17,0.2941
Cervenak_Pavol,5,9,0.5556
Cowan_Barry,5,25,0.2
Crotta_Vittorio,5,16,0.3125
Elias_Gastao,5,18,0.2778
Erlich_Jonathan,5,11,0.4545
Evett_Rand,5,20,0.25
Fletcher_Ken,5,11,0.4545
Fulwood_Nick,5,18,0.2778
Gattiker_Alejandro,5,27,0.1852
Genois_Rejean,5,25,0.2
Gisbert_Jr_Juan,5,17,0.2941
Gollwitzer_Thomas,5,12,0.4167
Gottfried_Larry,5,21,0.2381
Guedes_Roger,5,21,0.2381
Hocevar_Alexandre,5,14,0.3571
Holladay_John,5,26,0.1923
Holroyd_Glen,5,22,0.2273
Hordijk_Jan,5,18,0.2778
Huta_Galung_Jesse,5,29,0.1724
Jemsby_Per,5,13,0.3846
Jenkins_Scoville,5,18,0.2778
Kandler_HansPeter,5,26,0.1923
Klaparda_Jeff,5,14,0.3571
Kudryavtsev_Alexander,5,16,0.3125
Larose_Simon,5,13,0.3846
Levine_Brian,5,16,0.3125
Mattke_John,5,14,0.3571
Meffert_Dominik,5,13,0.3846
Melville_Scott,5,9,0.5556
Meyer_JeanPaul,5,24,0.2083
Montcourt_Mathieu,5,15,0.3333
Montrenaud_Bernard,5,22,0.2273
Olivetti_Albano,5,13,0.3846
Osta_Eduardo,5,23,0.2174
Palmieri_Sergio,5,15,0.3333
Pech_Philippe,5,15,0.3333
Pham_Thierry,5,12,0.4167
Polansky_Peter,5,24,0.2083
Qureshi_AisamUlHaq,5,15,0.3333
Rasheed_Roger,5,11,0.4545
Richardson_Andrew,5,16,0.3125
Rivera_Felipe,5,14,0.3571
Royer_Rocky,5,19,0.2632
Sands_Howard,5,15,0.3333
Seegers_Rayno,5,22,0.2273
Segura_Pancho,5,16,0.3125
Seixas_E_Victor,5,16,0.3125
Simbera_Jan,5,15,0.3333
Thamin_Jacques,5,23,0.2174
Tobon_Miguel,5,9,0.5556
Tramacchi_Peter,5,21,0.2381
Turville_Larry,5,16,0.3125
Ungur_Adrian,5,30,0.1667
Vanier_Jerome,5,22,0.2273
Venter_Robbie,5,22,0.2273
Viljoen_Tian_C,5,12,0.4167
Warburg_Sam,5,15,0.3333
Warder_Laurie,5,21,0.2381
Watanabe_Koji,5,18,0.2778
Werner_Ivo,5,16,0.3125
Widom_Todd,5,10,0.5
Winnink_Joost,5,14,0.3571
Zillner_Markus,5,14,0.3571
Allegro_Yves,4,13,0.3077
Amritraj_Ashok,4,28,0.1429
Aprili_Corrado,4,20,0.2
Aramburu_Alejandro,4,16,0.25
Armellini_Marco,4,7,0.5714
Aubone_Roberto,4,9,0.4444
Bachelot_JeanFrancois,4,11,0.3636
Balazs_Attila,4,7,0.5714
Bale_Stuart,4,21,0.1905
Behr_Noam,4,14,0.2857
Belcher_Kelvin,4,13,0.3077
Bernasconi_Thierry,4,13,0.3077
Bhambri_Yuki,4,10,0.4
Blocher_Woody,4,32,0.125
Bloomfield_Richard,4,16,0.25
Borisov_Vadim,4,9,0.4444
Brawley_Sean,4,11,0.3636
Brown_John,4,16,0.25
Brown_Ricky,4,21,0.1905
BurriezaLopez_Oscar,4,21,0.1905
Carlsson_Marcio,4,11,0.3636
Carter_Peter,4,22,0.1818
Cervantes_Inigo,4,11,0.3636
Coghlan_William,4,12,0.3333
Cuadrado_Carlos,4,8,0.5
Daher_Jose,4,16,0.25
Darmon_Pierre,4,7,0.5714
DeVries_Steve,4,18,0.2222
Decoud_Sebastian,4,8,0.5
Dilouie_Jai,4,18,0.2222
Ellwood_Ben,4,18,0.2222
Foster_Andrew,4,10,0.4
Gandolfo_Mike,4,14,0.2857
Garner_Graydon,4,14,0.2857
Gloria_Louis,4,18,0.2222
Goossens_Kris,4,26,0.1538
Hegna_Per,4,7,0.5714
Hemmes_Sr_Fred,4,17,0.2353
Hood_Mariano,4,11,0.3636
Howard_G_Turner,4,15,0.2667
Hutchins_Paul,4,20,0.2
Iwabuchi_Satoshi,4,19,0.2105
Keil_Mark,4,12,0.3333
Klaasen_Raven,4,8,0.5
Klahn_Bradley,4,22,0.1818
Knapp_Roger,4,10,0.4
Kowalski_Wojtek,4,14,0.2857
Kravchuk_Konstantin,4,13,0.3077
Krocsko_Jozsef,4,14,0.2857
Larkham_Brent,4,13,0.3077
Ledovskikh_Mikhail,4,16,0.25
Letts_John,4,15,0.2667
Lindgren_Peter,4,22,0.1818
Liukko_Ville,4,11,0.3636
Maioli_Giordano,4,8,0.5
Marray_Jonathan,4,12,0.3333
McGuire_Wade,4,19,0.2105
McKown_Ben,4,13,0.3077
Merlone_Franco,4,8,0.5
Mertinak_Michal,4,15,0.2667
Moldovan_Ion,4,15,0.2667
Moraing_Heiner,4,11,0.3636
Mota_Bernardo,4,16,0.25
Mukerjea_Chiradip,4,10,0.4
MunozHernandez_Joaquin,4,8,0.5
Navarro_Salvador,4,11,0.3636
Nedovyesov_Aleksandr,4,19,0.2105
Nerell_Hans,4,7,0.5714
Niemeyer_Frederic,4,25,0.16
Nishio_Shigeyuki,4,16,0.25
Noonan_Timothy,4,12,0.3333
Norval_Piet,4,14,0.2857
Paul_Bernard,4,20,0.2
Prades_Laurent,4,13,0.3077
Prieto_Sebastian,4,15,0.2667
Rafaitin_Gregoire,4,14,0.2857
Rehnquist_Bjorn,4,15,0.2667
Restrepo_Javier,4,16,0.25
Rola_Blaz,4,13,0.3077
Santeiu_Ionel,4,20,0.2
Schiessling_Thomas,4,13,0.3077
Schloss_Lenny,4,21,0.1905
Skoch_David,4,15,0.2667
Sugita_Yuichi,4,18,0.2222
Sullivan_Danny,4,6,0.6667
Tavares_Luis_Felipe,4,15,0.2667
Terachi_Takahiro,4,11,0.3636
Trickey_John,4,18,0.2222
Trifu_Gabriel,4,14,0.2857
Truyol_Ignacio,4,10,0.4
Vagnozzi_Simone,4,11,0.3636
Van_Der_Merwe_Francois,4,7,0.5714
Van_Gemerden_Melle,4,10,0.4
Viola_Matteo,4,15,0.2667
Wayman_Michael,4,18,0.2222
Webb_Bobby,4,12,0.3333
Whitehouse_Wesley,4,11,0.3636
Wilder_Vallis,4,13,0.3077
Wiltschnig_Herbert,4,16,0.25
Wimmer_Gerard,4,12,0.3333
Wunschig_Max,4,13,0.3077
